Track Name,Album Name,Album Release Date,Total Tracks on Album,Popularity,Artists,Duration (ms),Track Number,Sentiment,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo
Strange Ones,I Should Coco,5/15/95,13,27,"Supergrass,",259760,7,-0.13559322,9,0,4,8.56E-05,0.2,0.932,0.0731,0.187,-8.314,0.16,0.158,155.455
Sitting Up Straight,I Should Coco,5/15/95,13,25,"Supergrass,",140266,8,0.144329897,2,1,4,1.64E-05,0.21,0.749,0.741,0.106,-7.192,0.0495,0.349,159.217
She's So Loose,I Should Coco,5/15/95,13,30,"Supergrass,",179840,9,-0.203389831,0,1,4,0.00034,0.434,0.846,0.0246,0.291,-8.235,0.0476,0.475,155.882
We're Not Supposed To,I Should Coco,5/15/95,13,23,"Supergrass,",123893,10,0.025,9,1,4,0.248,0.548,0.775,0.000121,0.472,-8.596,0.0726,0.877,87.342
Time,I Should Coco,5/15/95,13,28,"Supergrass,",190506,11,0.558823529,9,1,3,0.00807,0.592,0.549,0.516,0.101,-8.403,0.0285,0.624,137.981
Sofa Of My Lethargy,I Should Coco,5/15/95,13,26,"Supergrass,",378600,12,0.171875,2,1,4,0.00216,0.18,0.66,0.175,0.31,-8.14,0.0366,0.327,169.836
Time To Go,I Should Coco,5/15/95,13,22,"Supergrass,",116533,13,0.3125,0,1,4,0.436,0.684,0.321,0.000143,0.115,-14.424,0.0302,0.681,110.637
I Wanna,When The World Comes Down,1/1/08,17,45,"The All-American Rejects,",208600,1,0.08496732,7,1,4,0.000667,0.435,0.893,2.52E-05,0.382,-5.238,0.0439,0.433,164.29
Fallin' Apart,When The World Comes Down,1/1/08,17,37,"The All-American Rejects,",206986,2,-0.053691275,0,1,4,0.000626,0.688,0.718,6.35E-05,0.0443,-4.648,0.0292,0.684,128.069
Damn Girl,When The World Comes Down,1/1/08,17,35,"The All-American Rejects,",231466,3,0,10,1,4,0.00223,0.682,0.576,0.000894,0.112,-7.342,0.0264,0.896,105.989
Gives You Hell,When The World Comes Down,1/1/08,17,68,"The All-American Rejects,",213106,4,-0.301369863,4,1,4,0.0156,0.714,0.725,0,0.0726,-6.411,0.0402,0.59,99.988
Mona Lisa (When The World Comes Down),When The World Comes Down,1/1/08,17,36,"The All-American Rejects,",194800,5,0.090909091,7,1,4,0.279,0.634,0.481,4.75E-06,0.0975,-10.068,0.0257,0.362,128.254
Breakin',When The World Comes Down,1/1/08,17,32,"The All-American Rejects,",238626,6,-0.0625,11,1,4,0.000148,0.508,0.888,5.82E-05,0.115,-4.911,0.0422,0.651,134.132
Another Heart Calls,When The World Comes Down,1/1/08,17,36,"The All-American Rejects,",247680,7,0.106382979,5,1,4,0.00624,0.553,0.824,0.00031,0.583,-5.9,0.0385,0.372,148.905
Real World,When The World Comes Down,1/1/08,17,32,"The All-American Rejects,",242973,8,-0.029411765,0,1,4,0.000686,0.504,0.873,1.14E-06,0.0884,-3.995,0.0324,0.658,162.037
Back To Me,When The World Comes Down,1/1/08,17,31,"The All-American Rejects,",268880,9,0.014084507,9,1,4,0.00818,0.51,0.621,1.64E-05,0.148,-5.697,0.0258,0.382,86.897
Believe,When The World Comes Down,1/1/08,17,28,"The All-American Rejects,",208306,10,-0.015037594,4,1,4,0.000267,0.458,0.908,0.000205,0.357,-5.55,0.0562,0.57,160.142
The Wind Blows,When The World Comes Down,1/1/08,17,34,"The All-American Rejects,",262253,11,-0.062068966,0,1,4,0.0304,0.586,0.684,6.78E-06,0.193,-6.673,0.0285,0.796,83.531
Sunshine - Hidden Track,When The World Comes Down,1/1/08,17,30,"The All-American Rejects,",179666,12,,6,1,4,0.141,0.533,0.513,0,0.111,-6.448,0.0245,0.432,100.165
I Wanna - Demo,When The World Comes Down,1/1/08,17,23,"The All-American Rejects,",198386,13,0.101351351,7,1,4,0.0186,0.361,0.866,0,0.159,-6.416,0.094,0.267,164.01
Damn Girl - Demo,When The World Comes Down,1/1/08,17,23,"The All-American Rejects,",216666,14,-0.04516129,10,1,4,0.332,0.721,0.767,0,0.104,-6.063,0.0293,0.84,100.008
Fallin' Apart - Demo,When The World Comes Down,1/1/08,17,22,"The All-American Rejects,",213613,15,0.044585987,0,1,4,0.085,0.815,0.601,1.63E-06,0.0392,-4.785,0.0358,0.812,126.012
Mona Lisa (When The World Comes Down) - Demo,When The World Comes Down,1/1/08,17,24,"The All-American Rejects,",163520,16,0.105263158,8,1,4,0.787,0.638,0.49,0,0.111,-8.371,0.0272,0.421,135.914
Real World - Demo,When The World Comes Down,1/1/08,17,23,"The All-American Rejects,",235066,17,0.060606061,0,1,4,0.016,0.46,0.879,1.75E-06,0.0653,-4.623,0.0401,0.59,159.796
Is This It,Is This It,10/8/01,11,55,"The Strokes,",151333,1,-0.131147541,5,1,4,0.147,0.667,0.692,3.75E-05,0.349,-8.361,0.0285,0.846,96.021
The Modern Age,Is This It,10/8/01,11,52,"The Strokes,",208066,2,0.122807018,2,1,4,0.0116,0.528,0.888,0.762,0.154,-6.039,0.0326,0.897,145.971
Soma,Is This It,10/8/01,11,49,"The Strokes,",153840,3,-0.093333333,0,1,4,0.0747,0.499,0.706,0.00289,0.0753,-7.335,0.0302,0.483,148.931
Barely Legal,Is This It,10/8/01,11,52,"The Strokes,",234693,4,0.019607843,0,1,4,0.00326,0.426,0.884,0.0495,0.0903,-6.279,0.0365,0.852,157.811
Someday,Is This It,10/8/01,11,66,"The Strokes,",183440,5,0.009009009,9,1,4,0.00425,0.538,0.52,0,0.367,-7.46,0.0299,0.678,106.031
"Alone, Together",Is This It,10/8/01,11,47,"The Strokes,",188640,6,0.041237113,7,1,4,0.00778,0.515,0.863,0.896,0.0616,-5.756,0.0308,0.961,143.017
Last Nite,Is This It,10/8/01,11,67,"The Strokes,",193373,7,0.12,0,1,4,0.0223,0.624,0.899,0.000155,0.0975,-5.71,0.0295,0.797,104.055
Hard To Explain,Is This It,10/8/01,11,57,"The Strokes,",224333,8,0.081967213,7,1,4,0.000456,0.408,0.665,0.863,0.0888,-6.286,0.0578,0.667,82.525
When It Started,Is This It,10/8/01,11,46,"The Strokes,",175200,9,0.159090909,0,1,4,0.265,0.722,0.654,0.00392,0.15,-8.107,0.0328,0.904,131.962
Trying Your Luck,Is This It,10/8/01,11,47,"The Strokes,",202760,10,0.042105263,9,0,4,0.00855,0.503,0.689,0.0126,0.131,-9.424,0.0313,0.615,143.906
Take It Or Leave It,Is This It,10/8/01,11,46,"The Strokes,",196066,11,-0.047169811,2,0,4,0.000959,0.43,0.913,0.369,0.137,-6.203,0.0389,0.481,154.066
Round Here,August And Everything After,1/1/93,11,59,"Counting Crows,",331226,1,0,7,1,4,0.165,0.537,0.487,1.66E-05,0.0817,-9.183,0.0297,0.207,94.094
Omaha,August And Everything After,1/1/93,11,50,"Counting Crows,",219400,2,0.072847682,9,1,4,0.238,0.59,0.517,0,0.182,-9.239,0.0312,0.566,80.883
Mr. Jones,August And Everything After,1/1/93,11,75,"Counting Crows,",272506,3,0.285046729,0,1,4,0.211,0.581,0.817,1.42E-06,0.246,-6.542,0.0382,0.779,141.607
Perfect Blue Buildings,August And Everything After,1/1/93,11,45,"Counting Crows,",300893,4,0.115151515,5,1,4,0.61,0.599,0.328,0.00584,0.104,-12.464,0.0335,0.381,80.264
Anna Begins,August And Everything After,1/1/93,11,48,"Counting Crows,",271173,5,-0.063492063,7,1,5,0.405,0.504,0.389,0.000271,0.0867,-8.543,0.0465,0.575,113.399
Time And Time Again,August And Everything After,1/1/93,11,43,"Counting Crows,",314733,6,-0.010309278,0,1,4,0.602,0.465,0.533,2.29E-05,0.096,-6.997,0.0374,0.169,143.771
Rain King,August And Everything After,1/1/93,11,50,"Counting Crows,",255693,7,0,9,1,4,0.52,0.492,0.879,0,0.296,-6.723,0.0553,0.75,157.669
Sullivan Street,August And Everything After,1/1/93,11,45,"Counting Crows,",269506,8,0,2,1,4,0.481,0.571,0.378,2.78E-05,0.12,-7.643,0.0252,0.197,80.837
Ghost Train,August And Everything After,1/1/93,11,39,"Counting Crows,",243066,9,0.014492754,0,1,5,0.62,0.47,0.33,0.0104,0.154,-12.139,0.0419,0.4,113.186
Raining In Baltimore,August And Everything After,1/1/93,11,42,"Counting Crows,",281600,10,0.050847458,5,1,4,0.869,0.325,0.112,0,0.266,-14.173,0.062,0.102,76.82
A Murder Of One,August And Everything After,1/1/93,11,43,"Counting Crows,",345800,11,0.035555556,6,1,4,0.127,0.534,0.602,0.00065,0.106,-8.165,0.0432,0.438,116.189
Bleed American,Bleed American (Deluxe Edition),2001,32,57,"Jimmy Eat World,",185120,1,0.022058824,6,0,4,0.00746,0.406,0.954,1.10E-06,0.348,-3.609,0.106,0.598,159.93
A Praise Chorus,Bleed American (Deluxe Edition),2001,32,43,"Jimmy Eat World,Davey Vonbohlen,",243973,2,0.251396648,9,1,4,0.0251,0.442,0.946,2.07E-05,0.277,-4.042,0.0817,0.436,183.977
The Middle,Bleed American (Deluxe Edition),2001,32,75,"Jimmy Eat World,",168253,3,0.130841121,2,1,4,0.0424,0.629,0.897,0,0.263,-3.401,0.0483,0.93,161.944
Your House,Bleed American (Deluxe Edition),2001,32,34,"Jimmy Eat World,",297866,4,0.582677165,2,1,4,0.0104,0.56,0.776,3.62E-06,0.16,-7.447,0.0294,0.512,93.008
Sweetness,Bleed American (Deluxe Edition),2001,32,59,"Jimmy Eat World,",220506,5,0.040816327,5,1,4,0.00343,0.485,0.91,0,0.173,-3.678,0.0358,0.6,135.064
Hear You Me,Bleed American (Deluxe Edition),2001,32,54,"Jimmy Eat World,",282960,6,0.21875,4,1,3,0.0106,0.48,0.55,0.0308,0.241,-6.197,0.0262,0.123,135.959
"If You Don't, Don't",Bleed American (Deluxe Edition),2001,32,38,"Jimmy Eat World,",274613,7,0.012658228,1,1,4,0.00035,0.5,0.914,0,0.155,-4.097,0.0519,0.318,139.989
Get It Faster,Bleed American (Deluxe Edition),2001,32,36,"Jimmy Eat World,",263680,8,-0.117647059,10,1,4,0.0409,0.647,0.675,0.0421,0.325,-6.948,0.0328,0.443,118.047
Cautioners,Bleed American (Deluxe Edition),2001,32,30,"Jimmy Eat World,",337533,9,-0.015873016,9,1,4,0.0124,0.557,0.716,0.489,0.167,-6.024,0.0265,0.395,114.001
The Authority Song,Bleed American (Deluxe Edition),2001,32,37,"Jimmy Eat World,",220400,10,-0.049586777,11,0,4,0.0162,0.628,0.858,0,0.13,-4.12,0.0326,0.579,124.021
My Sundown,Bleed American (Deluxe Edition),2001,32,33,"Jimmy Eat World,",346080,11,0.576470588,3,1,4,0.0758,0.545,0.489,0.871,0.0852,-10.29,0.0303,0.188,95.989
The Most Beautiful Things,Bleed American (Deluxe Edition),2001,32,30,"Jimmy Eat World,",231880,12,0.052631579,2,1,3,0.0109,0.465,0.837,0.00479,0.194,-6.072,0.043,0.101,112.099
No Sensitivity,Bleed American (Deluxe Edition),2001,32,32,"Jimmy Eat World,",221800,13,0.048,4,1,4,0.000988,0.157,0.934,0,0.363,-3.116,0.0806,0.57,176.364
(Splash) Turn Twist,Bleed American (Deluxe Edition),2001,32,27,"Jimmy Eat World,",250320,14,0.088709677,5,1,4,0.018,0.512,0.816,0,0.23,-3.261,0.0402,0.497,104.184
Cautioners - Early Version,Bleed American (Deluxe Edition),2001,32,24,"Jimmy Eat World,",229013,1,,9,1,4,0.00766,0.505,0.779,0.098,0.421,-8.68,0.0421,0.479,111.545
Firestarter,Bleed American (Deluxe Edition),2001,32,26,"Jimmy Eat World,",384840,2,-0.628571429,7,0,4,0.00205,0.394,0.679,0.226,0.203,-6.625,0.0326,0.263,157.319
Get It Faster - Sessions at AOL,Bleed American (Deluxe Edition),2001,32,23,"Jimmy Eat World,",224506,3,-0.142857143,9,1,4,0.0457,0.651,0.8,0.000898,0.085,-5.674,0.0542,0.324,126.974
Bleed American - Live from 9:30 Club,Bleed American (Deluxe Edition),2001,32,24,"Jimmy Eat World,",182000,4,0.060150376,2,1,4,0.00175,0.408,0.909,0,0.687,-4.84,0.0565,0.737,165.12
A Praise Chorus - Live at La Scala,Bleed American (Deluxe Edition),2001,32,23,"Jimmy Eat World,",233826,5,0.272727273,9,1,4,0.00216,0.401,0.976,1.04E-05,0.0894,-4.7,0.0825,0.219,95.022
Softer - Live Edit,Bleed American (Deluxe Edition),2001,32,22,"Jimmy Eat World,",254560,6,,10,1,4,0.000481,0.469,0.918,0.000189,0.596,-5.496,0.0505,0.395,122.405
The Middle - Acoustic Version,Bleed American (Deluxe Edition),2001,32,54,"Jimmy Eat World,",190640,7,,2,1,4,0.415,0.78,0.306,0,0.0886,-7.463,0.0369,0.708,147.504
"If You Don't, Don't - XFM Session",Bleed American (Deluxe Edition),2001,32,23,"Jimmy Eat World,",285066,8,0.018518519,1,1,4,0.6,0.617,0.568,1.30E-06,0.106,-5.998,0.0276,0.312,129.408
Game Of Pricks - BBC Evening Session,Bleed American (Deluxe Edition),2001,32,22,"Jimmy Eat World,",115333,9,-0.041666667,9,1,4,0.00173,0.326,0.954,0.316,0.202,-3.301,0.0678,0.593,143.129
The Authority Song - Demo Version,Bleed American (Deluxe Edition),2001,32,22,"Jimmy Eat World,",190813,10,-0.041958042,11,0,4,0.181,0.493,0.982,0,0.347,-3.03,0.0589,0.538,119.98
My Sundown - Inner Ear Session,Bleed American (Deluxe Edition),2001,32,22,"Jimmy Eat World,",323600,11,0.677083333,3,1,4,0.361,0.684,0.532,0.481,0.121,-8.632,0.0247,0.447,97.942
Sweetness - 2002/Live At The 9:30 Club,Bleed American (Deluxe Edition),2001,32,23,"Jimmy Eat World,",245453,12,,5,1,4,0.00273,0.378,0.954,0,0.373,-3.68,0.0818,0.33,136.006
Last Christmas - Studio Version,Bleed American (Deluxe Edition),2001,32,52,"Jimmy Eat World,",267773,13,-0.017857143,2,1,4,0.00201,0.522,0.891,0,0.325,-4.624,0.0442,0.706,126.049
My Sundown - Demo Version,Bleed American (Deluxe Edition),2001,32,22,"Jimmy Eat World,",188960,14,0.541666667,3,1,4,0.0744,0.613,0.633,0.402,0.0931,-5.731,0.028,0.632,96.099
Spangle,Bleed American (Deluxe Edition),2001,32,22,"Jimmy Eat World,",276960,15,0.048387097,10,1,3,0.0155,0.603,0.744,0.704,0.1,-7.647,0.0484,0.35,110.031
Hear You Me - Inner Ear Session,Bleed American (Deluxe Edition),2001,32,26,"Jimmy Eat World,",288213,16,0.215384615,4,1,3,0.00496,0.506,0.527,0.406,0.105,-5.901,0.0253,0.174,135.925
The Middle - Demo Version,Bleed American (Deluxe Edition),2001,32,23,"Jimmy Eat World,",168666,17,0.141509434,2,1,4,0.152,0.599,0.692,0.000131,0.069,-6.071,0.0381,0.538,160.437
Your House - 2007,Bleed American (Deluxe Edition),2001,32,22,"Jimmy Eat World,",240466,18,0.385321101,9,1,4,0.000898,0.469,0.858,1.15E-06,0.144,-5.369,0.0277,0.201,96.018
Losing A Whole Year,Third Eye Blind,4/8/97,14,48,"Third Eye Blind,",200640,1,-0.122994652,4,1,4,3.39E-05,0.423,0.848,0.000152,0.0775,-6.3,0.0349,0.658,175.838
Narcolepsy,Third Eye Blind,4/8/97,14,44,"Third Eye Blind,",228453,2,0,9,1,4,0.00072,0.381,0.786,1.14E-05,0.256,-7.596,0.0459,0.231,138.799
Semi-Charmed Life,Third Eye Blind,4/8/97,14,73,"Third Eye Blind,",268360,3,0.091445428,7,1,4,0.00832,0.64,0.864,0,0.123,-6.576,0.0315,0.7,102.026
Jumper - 1998 Edit,Third Eye Blind,4/8/97,14,65,"Third Eye Blind,",272973,4,0.0625,0,1,4,0.0129,0.599,0.543,0.00193,0.291,-9.226,0.0302,0.624,91.105
Graduate,Third Eye Blind,4/8/97,14,51,"Third Eye Blind,",187666,5,-0.18487395,0,0,4,0.000904,0.498,0.913,0,0.0902,-4.805,0.0446,0.45,89.359
How's It Going To Be,Third Eye Blind,4/8/97,14,65,"Third Eye Blind,",253413,6,0.067307692,5,1,4,0.00327,0.562,0.593,0.00139,0.0967,-9.362,0.0263,0.574,80.289
Thanks A Lot,Third Eye Blind,4/8/97,14,41,"Third Eye Blind,",297626,7,0.18852459,2,1,4,0.0157,0.437,0.812,0.000103,0.108,-7.143,0.0318,0.43,81.541
Burning Man,Third Eye Blind,4/8/97,14,40,"Third Eye Blind,",179733,8,0.094202899,2,1,4,0.0176,0.666,0.655,2.37E-06,0.358,-8.243,0.027,0.714,91.228
Good For You,Third Eye Blind,4/8/97,14,38,"Third Eye Blind,",232000,9,0.234375,5,1,4,0.00081,0.534,0.635,0,0.0699,-7.145,0.0248,0.57,76.569
London,Third Eye Blind,4/8/97,14,37,"Third Eye Blind,",187000,10,0,7,1,4,0.000653,0.54,0.816,6.89E-05,0.463,-7.154,0.0305,0.56,122.125
I Want You,Third Eye Blind,4/8/97,14,41,"Third Eye Blind,",269013,11,0.08045977,4,0,4,0.0463,0.622,0.547,0.0276,0.0922,-9.632,0.0297,0.361,92.119
The Background,Third Eye Blind,4/8/97,14,43,"Third Eye Blind,",296733,12,0.008,2,1,4,0.048,0.447,0.548,0.000674,0.124,-11.66,0.0404,0.126,159.51
Motorcycle Drive By,Third Eye Blind,4/8/97,14,56,"Third Eye Blind,",262626,13,0.049382716,0,1,4,0.0127,0.422,0.577,0.000861,0.0848,-9.292,0.0263,0.615,122.506
God Of Wine,Third Eye Blind,4/8/97,14,43,"Third Eye Blind,",317200,14,0.007352941,9,1,4,0.0237,0.589,0.524,0.000173,0.104,-9.063,0.0256,0.266,150.116
You,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",208666,1,-0.222222222,9,1,3,0.000945,0.223,0.706,0.0068,0.109,-12.012,0.0581,0.297,112.889
Creep,Pablo Honey [Collector's Edition],4/23/93,34,22,"Radiohead,",235666,2,-0.02739726,7,1,4,0.00563,0.532,0.344,0.000473,0.115,-13.057,0.035,0.126,91.834
How Do You?,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",132173,3,-0.184210526,9,1,4,0.000659,0.185,0.964,0.879,0.107,-8.316,0.084,0.239,147.362
Stop Whispering,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",325626,4,-0.04109589,2,1,4,0.000849,0.212,0.696,0.0165,0.129,-10.059,0.0472,0.298,122.37
Thinking About You,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",161533,5,0.225352113,7,1,4,0.704,0.364,0.37,7.71E-06,0.0883,-14.134,0.0331,0.421,103.44
Anyone Can Play Guitar,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",217800,6,0.085714286,4,0,4,0.000101,0.294,0.813,0.000756,0.333,-10.772,0.0547,0.554,150.845
Ripcord,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",189733,7,-0.083333333,2,1,4,1.93E-05,0.256,0.906,0.366,0.322,-10.436,0.0548,0.254,137.949
Vegetable,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",192666,8,-0.135135135,6,1,4,0.00281,0.384,0.717,0.569,0.187,-8.868,0.0339,0.42,105.852
Prove Yourself,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",145373,9,0.016949153,0,1,4,0.000849,0.25,0.62,0.0848,0.175,-10.915,0.0611,0.319,114.098
I Can't,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",253093,10,0.027777778,7,1,4,0.00968,0.284,0.825,0.3,0.118,-10.256,0.0595,0.276,106.108
Lurgee,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",187866,11,0.408163265,0,1,4,0.000135,0.42,0.548,0.399,0.111,-12.298,0.0268,0.408,101.9
Blow Out,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",282066,12,-0.055555556,11,0,4,0.000465,0.284,0.719,0.382,0.24,-10.739,0.0506,0.289,141.539
Prove Yourself - Demo,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",152973,1,,7,1,4,0.000255,0.353,0.537,0.0878,0.108,-13.317,0.0322,0.362,108.952
Stupid Car - Demo,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",145560,2,,2,1,4,0.908,0.266,0.0222,0,0.0828,-20.708,0.0436,0.106,130.16
You - Demo,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",204400,3,0.072727273,9,1,3,0.00127,0.471,0.521,0.173,0.0963,-14.525,0.0296,0.257,112.095
Thinking About You - Demo,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",135586,4,,7,1,4,0.00759,0.41,0.877,0.0162,0.173,-12.283,0.0476,0.515,120.345
Inside My Head,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",191680,5,-0.02739726,4,0,4,0.000547,0.436,0.818,0.0841,0.178,-11.472,0.0812,0.394,153.234
Million Dollar Question,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",198200,6,-0.180327869,2,1,4,0.000619,0.14,0.869,0.0501,0.0394,-11.682,0.12,0.315,166.534
Yes I Am,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",265680,7,0.224489796,4,1,4,0.000135,0.321,0.542,0.286,0.366,-14.542,0.03,0.683,106.566
Blow Out - Remix,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",258546,8,,11,0,4,0.0024,0.3,0.608,0.122,0.144,-11.048,0.0394,0.209,140.006
Inside My Head - Live,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",185826,9,0.045454545,0,1,4,0.00073,0.402,0.92,0.365,0.816,-9.886,0.0756,0.308,160.964
Creep - Acoustic,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",258640,10,,7,1,4,0.565,0.409,0.234,0.000144,0.12,-17.126,0.0389,0.151,165.96
Vegetable - Live,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",188826,11,,7,1,4,0.00167,0.3,0.838,0.132,0.893,-10.183,0.0622,0.374,115.931
Killer Cars - Live,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",134573,12,,7,0,4,0.592,0.306,0.492,0,0.932,-11.634,0.0412,0.408,80.724
Faithless The Wonder Boy,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",253453,13,-0.118421053,11,0,4,0.0743,0.301,0.496,0.261,0.513,-14.003,0.0308,0.305,95.965
Coke Babies,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",179866,14,0.625,11,0,4,0.0903,0.303,0.362,0.837,0.105,-13.897,0.0333,0.0379,103.339
Pop Is Dead,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",132693,15,-0.376811594,2,1,4,0.00116,0.34,0.758,0.000823,0.168,-10.423,0.0376,0.685,124.477
Banana Co - Acoustic,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",146573,16,,7,1,4,0.521,0.472,0.195,3.92E-05,0.141,-15.685,0.0311,0.138,78.413
Ripcord - Live,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",195333,17,,2,1,4,0.000156,0.397,0.82,0.205,0.729,-10.985,0.032,0.724,141.188
Stop Whispering - US Version,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,Chris Sheldon,",250986,18,,2,1,4,0.00426,0.42,0.409,0.000521,0.135,-15.218,0.0295,0.31,122.432
Prove Yourself - BBC Radio 1 Evening Session,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",147986,19,,7,1,4,0.0398,0.325,0.568,0.00942,0.12,-12.914,0.0349,0.461,109.919
Creep - BBC Radio 1 Evening Session,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",242400,20,,0,1,4,0.033,0.477,0.289,0.625,0.11,-15.53,0.0309,0.11,91.255
I Can't - BBC Radio 1 Evening Session,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",235040,21,,7,1,4,0.000376,0.37,0.689,0.0616,0.235,-14.455,0.0372,0.659,107.663
Nothing Touches Me - BBC Radio 1 Evening Session,Pablo Honey [Collector's Edition],4/23/93,34,0,"Radiohead,",229866,22,,2,1,4,0.000953,0.255,0.888,0.106,0.0888,-12.577,0.0506,0.455,140.816
Jenny Was A Friend Of Mine,Hot Fuss,1/1/04,12,0,"The Killers,",244133,1,-0.08988764,11,1,4,0.000117,0.545,0.977,0.00137,0.31,-3.984,0.0511,0.464,114.044
Mr. Brightside,Hot Fuss,1/1/04,12,23,"The Killers,",222075,2,-0.016528926,1,1,4,0.00113,0.351,0.928,0,0.0988,-3.71,0.0759,0.239,148.03
Smile Like You Mean It,Hot Fuss,1/1/04,12,0,"The Killers,",235480,3,0.430379747,3,0,4,0.00037,0.37,0.981,0.0101,0.163,-2.627,0.156,0.395,125.006
Somebody Told Me,Hot Fuss,1/1/04,12,9,"The Killers,",197160,4,0.157575758,10,0,4,7.76E-05,0.51,0.981,0.00142,0.111,-3.191,0.0901,0.723,138.039
All These Things That I've Done,Hot Fuss,1/1/04,12,6,"The Killers,",301573,5,0.166666667,6,1,4,0.00158,0.554,0.73,1.85E-05,0.117,-6.236,0.0418,0.204,118.24
"Andy, You're A Star",Hot Fuss,1/1/04,12,0,"The Killers,",194080,6,0.068181818,1,0,4,0.222,0.51,0.563,0.00402,0.149,-4.38,0.0261,0.705,84.105
On Top,Hot Fuss,1/1/04,12,0,"The Killers,",258933,7,0.193548387,1,0,4,0.0122,0.591,0.941,0,0.0985,-3.165,0.0375,0.691,126.97
Change Your Mind,Hot Fuss,1/1/04,12,0,"The Killers,",191053,8,0.049180328,5,1,4,0.000202,0.366,0.968,5.04E-06,0.329,-4.172,0.0696,0.424,147.022
Believe Me Natalie,Hot Fuss,1/1/04,12,0,"The Killers,",304733,9,0.105769231,0,1,4,1.59E-05,0.429,0.903,0.00515,0.0544,-5.388,0.0568,0.177,96.096
Midnight Show,Hot Fuss,1/1/04,12,0,"The Killers,",242960,10,0.055555556,3,0,4,7.96E-05,0.395,0.96,0.0117,0.098,-3.408,0.0891,0.224,143.98
Everything Will Be Alright,Hot Fuss,1/1/04,12,0,"The Killers,",345253,11,-0.02970297,0,0,4,0.000958,0.499,0.768,0.000459,0.11,-3.908,0.0285,0.203,128.068
Glamorous Indie Rock And Roll,Hot Fuss,1/1/04,12,0,"The Killers,",254546,12,0.144,3,1,4,0.0715,0.333,0.884,0,0.137,-2.44,0.0612,0.525,154.454
Long Black Veil,Unearthed,1/1/03,79,45,"Johnny Cash,",193400,1,-0.072164948,0,1,4,0.945,0.532,0.172,3.16E-05,0.116,-13.237,0.0409,0.471,147.239
Flesh And Blood,Unearthed,1/1/03,79,29,"Johnny Cash,",147706,2,0.022222222,8,1,4,0.955,0.638,0.161,0,0.114,-13.189,0.0693,0.748,147.886
Just The Other Side Of Nowhere,Unearthed,1/1/03,79,29,"Johnny Cash,",197640,3,-0.050420168,0,1,4,0.961,0.631,0.202,0,0.11,-12.333,0.0676,0.446,113.861
If I Give My Soul,Unearthed,1/1/03,79,30,"Johnny Cash,",180440,4,0.144,2,1,3,0.938,0.628,0.169,0,0.355,-13.242,0.107,0.64,84.937
Understand Your Man,Unearthed,1/1/03,79,29,"Johnny Cash,",125933,5,-0.064935065,1,1,4,0.9,0.695,0.201,0,0.098,-13.695,0.0415,0.592,84.001
Banks Of The Ohio,Unearthed,1/1/03,79,29,"Johnny Cash,",246773,6,-0.043010753,9,1,4,0.943,0.527,0.082,0,0.0997,-15.457,0.0463,0.476,149.596
Two Timin' Woman,Unearthed,1/1/03,79,27,"Johnny Cash,",124560,7,0.122222222,0,1,4,0.938,0.693,0.187,0,0.112,-12.927,0.0868,0.62,128.541
